,product_id,product_category,product_name,product_price,scrapy_datetime,style_id,color_id,color_name,Fit,Composition,Size,Product safety
118,0636207006,men_jeans_slim,Slim Jeans,$ 19.99,2021-06-01 08:57:37,0636207,006,Black,Slim fit,Pocket lining: Cotton 100%,"The model is 190cm/6'3"" and wears a size 31/32",
119,0636207006,men_jeans_slim,Slim Jeans,$ 19.99,2021-06-01 08:57:37,0636207,006,Black,Slim fit,"Cotton 89%, Polyester 10%, Elastane 1%","The model is 190cm/6'3"" and wears a size 31/32",
120,0636207006,men_jeans_slim,Slim Jeans,$ 19.99,2021-06-01 08:57:37,0636207,006,Light denim blue,Slim fit,Pocket lining: Cotton 100%,"The model is 190cm/6'3"" and wears a size 31/32",
121,0636207006,men_jeans_slim,Slim Jeans,$ 19.99,2021-06-01 08:57:37,0636207,006,Light denim blue,Slim fit,"Cotton 89%, Polyester 10%, Elastane 1%","The model is 190cm/6'3"" and wears a size 31/32",
122,0636207006,men_jeans_slim,Slim Jeans,$ 19.99,2021-06-01 08:57:37,0636207,006,Midnight blue,Slim fit,Pocket lining: Cotton 100%,"The model is 190cm/6'3"" and wears a size 31/32",
123,0636207006,men_jeans_slim,Slim Jeans,$ 19.99,2021-06-01 08:57:37,0636207,006,Midnight blue,Slim fit,"Cotton 89%, Polyester 10%, Elastane 1%","The model is 190cm/6'3"" and wears a size 31/32",
124,0636207006,men_jeans_slim,Slim Jeans,$ 19.99,2021-06-01 08:57:37,0636207,006,Dark gray,Slim fit,Pocket lining: Cotton 100%,"The model is 190cm/6'3"" and wears a size 31/32",
125,0636207006,men_jeans_slim,Slim Jeans,$ 19.99,2021-06-01 08:57:37,0636207,006,Dark gray,Slim fit,"Cotton 89%, Polyester 10%, Elastane 1%","The model is 190cm/6'3"" and wears a size 31/32",
126,0636207006,men_jeans_slim,Slim Jeans,$ 19.99,2021-06-01 08:57:37,0636207,006,Denim blue,Slim fit,Pocket lining: Cotton 100%,"The model is 190cm/6'3"" and wears a size 31/32",
127,0636207006,men_jeans_slim,Slim Jeans,$ 19.99,2021-06-01 08:57:37,0636207,006,Denim blue,Slim fit,"Cotton 89%, Polyester 10%, Elastane 1%","The model is 190cm/6'3"" and wears a size 31/32",
128,0636207006,men_jeans_slim,Slim Jeans,$ 19.99,2021-06-01 08:57:37,0636207,006,White,Slim fit,Pocket lining: Cotton 100%,"The model is 190cm/6'3"" and wears a size 31/32",
129,0636207006,men_jeans_slim,Slim Jeans,$ 19.99,2021-06-01 08:57:37,0636207,006,White,Slim fit,"Cotton 89%, Polyester 10%, Elastane 1%","The model is 190cm/6'3"" and wears a size 31/32",
130,0636207006,men_jeans_slim,Slim Jeans,$ 19.99,2021-06-01 08:57:37,0636207,006,Dark denim blue,Slim fit,"Cotton 89%, Polyester 10%, Elastane 1%","The model is 187cm/6'2"" and wears a size 31/32",
131,0636207006,men_jeans_slim,Slim Jeans,$ 19.99,2021-06-01 08:57:37,0636207,006,Dark denim blue,Slim fit,Pocket lining: Cotton 100%,"The model is 187cm/6'2"" and wears a size 31/32",
132,0636207006,men_jeans_slim,Slim Jeans,$ 19.99,2021-06-01 08:57:37,0636207,006,Dark gray denim,Slim fit,"Cotton 89%, Polyester 10%, Elastane 1%","The model is 187cm/6'2"" and wears a size 31/32",
133,0636207006,men_jeans_slim,Slim Jeans,$ 19.99,2021-06-01 08:57:37,0636207,006,Dark gray denim,Slim fit,Pocket lining: Cotton 100%,"The model is 187cm/6'2"" and wears a size 31/32",
134,0636207006,men_jeans_slim,Slim Jeans,$ 19.99,2021-06-01 08:57:37,0636207,006,Denim blue,Slim fit,"Cotton 89%, Polyester 10%, Elastane 1%","The model is 187cm/6'2"" and wears a size 31/32",
135,0636207006,men_jeans_slim,Slim Jeans,$ 19.99,2021-06-01 08:57:37,0636207,006,Denim blue,Slim fit,Pocket lining: Cotton 100%,"The model is 187cm/6'2"" and wears a size 31/32",
136,0636207006,men_jeans_slim,Slim Jeans,$ 19.99,2021-06-01 08:57:37,0636207,006,Gray,Slim fit,"Cotton 89%, Polyester 10%, Elastane 1%","The model is 187cm/6'2"" and wears a size 31/32",
137,0636207006,men_jeans_slim,Slim Jeans,$ 19.99,2021-06-01 08:57:37,0636207,006,Gray,Slim fit,Pocket lining: Cotton 100%,"The model is 187cm/6'2"" and wears a size 31/32",
138,0636207006,men_jeans_slim,Slim Jeans,$ 19.99,2021-06-01 08:57:37,0636207,006,Black,Slim fit,"Cotton 89%, Polyester 10%, Elastane 1%","The model is 187cm/6'2"" and wears a size 31/32",
139,0636207006,men_jeans_slim,Slim Jeans,$ 19.99,2021-06-01 08:57:37,0636207,006,Black,Slim fit,Pocket lining: Cotton 100%,"The model is 187cm/6'2"" and wears a size 31/32",
